FIPS,Recip_County,Recip_State,Series_Complete_18PlusPop_Pct,Census2019_18PlusPop,Deaths,Confirmed,Population,Land_area,Population Density
38027,Eddy County,ND,64.0,1751.0,0,199,2347,630.17,3.724391830775823
16051,Jefferson County,ID,57.7,19816.0,12,1702,30891,1093.5,28.24965706447188
46065,Hughes County,SD,87.7,13285.0,5,977,17765,741.56,23.956254382652787
08031,Denver County,CO,84.6,588586.0,311,86243,715522,153.0,4676.614379084967
42015,Bradford County,PA,52.6,47184.0,60,6580,59967,1147.4,52.26337807216315
23027,Waldo County,ME,81.1,32498.0,23,3382,39607,729.92,54.2621109162648
19093,Ida County,IA,62.3,5173.0,7,459,7005,431.51,16.233690992097518
42017,Bucks County,PA,83.3,501426.0,422,44725,646538,604.31,1069.8780427264153
47133,Overton County,TN,43.9,17511.0,20,2328,22511,433.48,51.93088493125404
24019,Dorchester County,MD,71.1,25219.0,18,3037,32531,540.77,60.156813432697824
54045,Logan County,WV,65.8,25443.0,36,4534,32567,453.74,71.77458456384714
20099,Labette County,KS,60.0,14924.0,14,2628,20184,645.3,31.278475127847518
55073,Marathon County,WI,70.8,104968.0,116,14859,138013,1544.98,89.32995896387008
53075,Whitman County,WA,50.9,42587.0,9,2976,47973,2159.09,22.21908303961391
51023,Botetourt County,VA,57.3,27117.0,39,3467,33596,541.2,62.07686622320768
13289,Twiggs County,GA,63.8,6558.0,8,495,8022,358.4,22.3828125
53059,Skamania County,WA,44.1,9867.0,3,740,12036,1655.68,7.269520680324701
13201,Miller County,GA,67.1,4410.0,8,561,6000,282.42,21.244954323348203
37081,Guilford County,NC,75.1,418240.0,317,58311,541299,645.7,838.3134582623509
38031,Foster County,ND,65.1,2519.0,4,310,3397,635.45,5.34581792430561
48057,Calhoun County,TX,70.8,16194.0,12,2159,20106,506.84,39.6693236524347
31175,Valley County,NE,40.9,3208.0,4,173,4059,568.05,7.145497755479272
21009,Barren County,KY,55.9,33861.0,44,4823,44485,487.54,91.24379538089184
37171,Surry County,NC,62.7,56811.0,107,8756,71359,532.17,134.09061014337524
17145,Perry County,IL,60.8,16866.0,15,3101,20945,441.76,47.41262223831945
50003,Bennington County,VT,47.6,28862.0,28,5460,37347,674.98,55.33052831194998
51075,Goochland County,VA,73.9,19672.0,19,2100,24727,281.42,87.86511264302466
40011,Blaine County,OK,58.2,7019.0,12,847,8735,928.42,9.408457379203378
21191,Pendleton County,KY,53.7,11264.0,10,1296,14644,277.16,52.83590705729542
02170,Matanuska-Susitna Borough,AK,50.2,79732.0,74,12711,107081,24607.9,4.351488749547909
41063,Wallowa County,OR,69.4,5855.0,3,582,7391,3146.19,2.3491906083230827
21211,Shelby County,KY,54.7,38038.0,38,6508,48065,379.64,126.606785375619
26077,Kalamazoo County,MI,71.6,208176.0,151,26366,261670,561.66,465.8868354520529
31133,Pawnee County,NE,53.3,2048.0,1,125,2544,431.08,5.90145680616127
38039,Griggs County,ND,55.9,1761.0,0,164,2306,708.82,3.253294207274061
